,Point,sampleID,group,group.1,t-SNE 1,t-SNE 2
4666,1_2099.txt,cr_min10_2_15,cr_min10_2,cr_min10,-15.542647361755371,16.505699157714844
4667,1_2100.txt,cr_min10_2_16,cr_min10_2,cr_min10,-16.66204833984375,15.685179710388184
4668,1_2101.txt,cr_min10_2_17,cr_min10_2,cr_min10,-18.557369232177734,15.519155502319336
4669,1_2102.txt,cr_min10_2_18,cr_min10_2,cr_min10,-16.681882858276367,18.0279541015625
4670,1_2103.txt,cr_min10_2_19,cr_min10_2,cr_min10,-12.58598804473877,12.038822174072266
4671,1_2104.txt,cr_min10_2_20,cr_min10_2,cr_min10,-16.374755859375,15.938593864440918
4672,1_2105.txt,cr_min10_3_1,cr_min10_3,cr_min10,-17.65815544128418,14.777140617370605
4673,1_2106.txt,cr_min10_3_2,cr_min10_3,cr_min10,-13.880162239074707,12.965110778808594
4674,1_2107.txt,cr_min10_3_3,cr_min10_3,cr_min10,-16.483570098876953,15.227508544921875
4675,1_2108.txt,cr_min10_3_4,cr_min10_3,cr_min10,-18.058624267578125,17.20945930480957
4676,1_2109.txt,cr_min10_3_5,cr_min10_3,cr_min10,-16.668779373168945,16.537630081176758
4677,1_2110.txt,cr_min10_3_6,cr_min10_3,cr_min10,-16.127397537231445,15.471552848815918
4678,1_2113.txt,cr_min10_3_7,cr_min10_3,cr_min10,-16.94145965576172,14.751293182373047
4679,1_2114.txt,cr_min10_3_8,cr_min10_3,cr_min10,-16.070600509643555,17.162338256835938
4680,1_2115.txt,cr_min10_3_9,cr_min10_3,cr_min10,-15.104745864868164,17.240550994873047
4681,1_2116.txt,cr_min10_3_10,cr_min10_3,cr_min10,-17.35537338256836,15.766082763671875
4682,1_2117.txt,cr_min10_3_11,cr_min10_3,cr_min10,-15.972580909729004,14.456164360046387
4683,1_2119.txt,cr_min10_3_12,cr_min10_3,cr_min10,-13.479215621948242,16.086795806884766
4684,1_2121.txt,cr_min10_3_13,cr_min10_3,cr_min10,-14.235820770263672,16.00461769104004
4685,1_2122.txt,cr_min10_3_14,cr_min10_3,cr_min10,-14.919228553771973,16.50200080871582
4686,1_2123.txt,cr_min10_3_15,cr_min10_3,cr_min10,-14.301623344421387,15.091694831848145
4687,1_2124.txt,cr_min10_3_16,cr_min10_3,cr_min10,-15.208671569824219,18.881227493286133
4688,1_2125.txt,cr_min10_3_17,cr_min10_3,cr_min10,-16.223772048950195,18.20789909362793
4689,1_2126.txt,cr_min10_3_18,cr_min10_3,cr_min10,-15.966838836669922,15.912456512451172
4690,1_2128.txt,cr_min10_3_19,cr_min10_3,cr_min10,-16.678255081176758,16.329065322875977
4691,1_2129.txt,cr_min10_3_20,cr_min10_3,cr_min10,-14.909879684448242,13.692780494689941
4752,1_2225.txt,cr_min20_1_1,cr_min20_1,cr_min20,-11.154037475585938,5.487360954284668
4753,1_2226.txt,cr_min20_1_2,cr_min20_1,cr_min20,-10.44995403289795,3.50343918800354
4754,1_2227.txt,cr_min20_1_3,cr_min20_1,cr_min20,-9.644935607910156,5.387244701385498
4755,1_2228.txt,cr_min20_1_4,cr_min20_1,cr_min20,-10.154248237609863,4.320913791656494
4756,1_2229.txt,cr_min20_1_5,cr_min20_1,cr_min20,-10.568377494812012,9.326111793518066
4757,1_2230.txt,cr_min20_1_6,cr_min20_1,cr_min20,-11.401098251342773,7.838027000427246
4758,1_2231.txt,cr_min20_1_7,cr_min20_1,cr_min20,-10.796048164367676,8.153654098510742
4759,1_2232.txt,cr_min20_1_8,cr_min20_1,cr_min20,-18.02501106262207,11.351432800292969
4760,1_2233.txt,cr_min20_1_9,cr_min20_1,cr_min20,-10.509495735168457,5.11737585067749
4761,1_2234.txt,cr_min20_1_10,cr_min20_1,cr_min20,-11.579215049743652,4.422996520996094
4762,1_2235.txt,cr_min20_1_11,cr_min20_1,cr_min20,-11.39909553527832,6.268478870391846
4763,1_2236.txt,cr_min20_1_12,cr_min20_1,cr_min20,-10.33293628692627,7.62460994720459
