,Point,sampleID,group,group.1,t-SNE 1,t-SNE 2
3683,1_368.txt,cu_min5_1_1,cu_min5_1,cu_min5,-18.81893539428711,3.3769946098327637
3684,1_369.txt,cu_min5_1_2,cu_min5_1,cu_min5,-17.703149795532227,3.0591697692871094
3685,1_370.txt,cu_min5_1_3,cu_min5_1,cu_min5,-19.086437225341797,3.80077862739563
3686,1_372.txt,cu_min5_1_4,cu_min5_1,cu_min5,-17.685171127319336,0.3685672879219055
3687,1_374.txt,cu_min5_1_5,cu_min5_1,cu_min5,-17.679622650146484,0.5051917433738708
3688,1_376.txt,cu_min5_1_6,cu_min5_1,cu_min5,-16.512792587280273,0.8880043029785156
3689,1_378.txt,cu_min5_1_7,cu_min5_1,cu_min5,-17.66238784790039,1.9968483448028564
3690,1_381.txt,cu_min5_1_8,cu_min5_1,cu_min5,-18.514026641845703,1.0807312726974487
3691,1_383.txt,cu_min5_1_9,cu_min5_1,cu_min5,-17.913503646850586,1.2199344635009766
3692,1_384.txt,cu_min5_1_10,cu_min5_1,cu_min5,-17.644775390625,2.7822799682617188
3693,1_385.txt,cu_min5_1_11,cu_min5_1,cu_min5,-18.08986473083496,3.3293490409851074
3694,1_386.txt,cu_min5_1_12,cu_min5_1,cu_min5,-17.946226119995117,3.7878360748291016
3695,1_387.txt,cu_min5_1_13,cu_min5_1,cu_min5,-20.017871856689453,2.933950185775757
3696,1_388.txt,cu_min5_1_14,cu_min5_1,cu_min5,-21.137067794799805,5.266627788543701
3697,1_389.txt,cu_min5_1_15,cu_min5_1,cu_min5,-19.85537338256836,5.781919002532959
3698,1_390.txt,cu_min5_1_16,cu_min5_1,cu_min5,-19.29479217529297,4.382148742675781
3699,1_391.txt,cu_min5_1_17,cu_min5_1,cu_min5,-19.224271774291992,5.0968804359436035
3700,1_393.txt,cu_min5_1_18,cu_min5_1,cu_min5,-20.02057456970215,9.320582389831543
3701,1_394.txt,cu_min5_1_19,cu_min5_1,cu_min5,-20.07124137878418,6.466033458709717
3702,1_395.txt,cu_min5_1_20,cu_min5_1,cu_min5,-19.492271423339844,7.82460355758667
3703,1_397.txt,cu_min5_2_1,cu_min5_2,cu_min5,-19.147693634033203,5.9990973472595215
3704,1_398.txt,cu_min5_2_2,cu_min5_2,cu_min5,-19.351333618164062,4.729666233062744
3705,1_399.txt,cu_min5_2_3,cu_min5_2,cu_min5,-19.748023986816406,5.8424882888793945
3706,1_400.txt,cu_min5_2_4,cu_min5_2,cu_min5,-11.833380699157715,0.8641604781150818
3707,1_401.txt,cu_min5_2_5,cu_min5_2,cu_min5,-20.7037353515625,5.240600109100342
3708,1_403.txt,cu_min5_2_6,cu_min5_2,cu_min5,-4.535815238952637,4.057445049285889
3709,1_404.txt,cu_min5_2_7,cu_min5_2,cu_min5,-20.88184928894043,4.017033100128174
3710,1_405.txt,cu_min5_2_8,cu_min5_2,cu_min5,-21.846324920654297,5.31998872756958
