,Point,sampleID,group,group.1,t-SNE 1,t-SNE 2
222,1_100.txt,amp_min5_1_1,amp_min5_1,amp_min5,-9.87632942199707,2.3951663970947266
223,1_101.txt,amp_min5_1_2,amp_min5_1,amp_min5,-13.208861351013184,4.531886100769043
224,1_102.txt,amp_min5_1_3,amp_min5_1,amp_min5,-13.143348693847656,3.263544797897339
225,1_103.txt,amp_min5_1_4,amp_min5_1,amp_min5,-12.811863899230957,3.9095449447631836
226,1_104.txt,amp_min5_1_5,amp_min5_1,amp_min5,-13.325531959533691,3.9526257514953613
227,1_105.txt,amp_min5_1_6,amp_min5_1,amp_min5,-12.155668258666992,2.66391921043396
228,1_107.txt,amp_min5_1_7,amp_min5_1,amp_min5,-12.5967378616333,5.318144798278809
229,1_108.txt,amp_min5_1_8,amp_min5_1,amp_min5,-13.648106575012207,5.132715225219727
230,1_109.txt,amp_min5_1_9,amp_min5_1,amp_min5,-14.615941047668457,4.154569149017334
231,1_112.txt,amp_min5_1_10,amp_min5_1,amp_min5,-9.823444366455078,2.3973560333251953
232,1_113.txt,amp_min5_1_11,amp_min5_1,amp_min5,-10.257701873779297,4.725884914398193
233,1_114.txt,amp_min5_1_12,amp_min5_1,amp_min5,-11.975337982177734,3.856004476547241
234,1_115.txt,amp_min5_1_13,amp_min5_1,amp_min5,-11.271059036254883,4.196662902832031
235,1_120.txt,amp_min5_1_14,amp_min5_1,amp_min5,-10.884659767150879,4.401124000549316
236,1_121.txt,amp_min5_1_15,amp_min5_1,amp_min5,-16.012704849243164,4.681938171386719
237,1_122.txt,amp_min5_1_16,amp_min5_1,amp_min5,-13.864498138427734,3.0537331104278564
238,1_123.txt,amp_min5_1_17,amp_min5_1,amp_min5,-14.82892894744873,4.721818447113037
239,1_125.txt,amp_min5_1_18,amp_min5_1,amp_min5,-14.850713729858398,3.84960675239563
240,1_126.txt,amp_min5_1_19,amp_min5_1,amp_min5,-14.896695137023926,5.304662704467773
241,1_128.txt,amp_min5_1_20,amp_min5_1,amp_min5,-9.925105094909668,3.4919586181640625
242,1_129.txt,amp_min5_2_1,amp_min5_2,amp_min5,-10.492664337158203,5.807319164276123
243,1_130.txt,amp_min5_2_2,amp_min5_2,amp_min5,-13.965865135192871,6.567378997802734
244,1_131.txt,amp_min5_2_3,amp_min5_2,amp_min5,-11.150151252746582,7.09360933303833
245,1_142.txt,amp_min5_2_4,amp_min5_2,amp_min5,-19.176061630249023,-7.423923492431641
246,1_143.txt,amp_min5_2_5,amp_min5_2,amp_min5,-19.308727264404297,-8.487727165222168
247,1_145.txt,amp_min5_2_6,amp_min5_2,amp_min5,-17.10822868347168,-7.627925872802734
248,1_146.txt,amp_min5_2_7,amp_min5_2,amp_min5,-17.112018585205078,-8.535414695739746
249,1_147.txt,amp_min5_2_8,amp_min5_2,amp_min5,-18.43988037109375,-8.021844863891602
250,1_148.txt,amp_min5_2_9,amp_min5_2,amp_min5,-16.039899826049805,-8.695247650146484
251,1_149.txt,amp_min5_2_10,amp_min5_2,amp_min5,-18.46706771850586,-10.681220054626465
252,1_150.txt,amp_min5_2_11,amp_min5_2,amp_min5,-17.83835220336914,-8.60280990600586
253,1_151.txt,amp_min5_2_12,amp_min5_2,amp_min5,-17.76055908203125,-11.239534378051758
254,1_153.txt,amp_min5_2_13,amp_min5_2,amp_min5,-15.194328308105469,-11.244943618774414
255,1_154.txt,amp_min5_2_14,amp_min5_2,amp_min5,-16.261287689208984,-12.165846824645996
256,1_155.txt,amp_min5_2_15,amp_min5_2,amp_min5,-17.5952091217041,-13.025993347167969
257,1_156.txt,amp_min5_2_16,amp_min5_2,amp_min5,-16.319612503051758,-10.872779846191406
258,1_157.txt,amp_min5_2_17,amp_min5_2,amp_min5,-18.382612228393555,-9.770604133605957
259,1_158.txt,amp_min5_2_18,amp_min5_2,amp_min5,-17.63547706604004,-8.920269012451172
260,1_159.txt,amp_min5_2_19,amp_min5_2,amp_min5,-18.795467376708984,-11.879487037658691
261,1_160.txt,amp_min5_2_20,amp_min5_2,amp_min5,-17.4396915435791,-10.528396606445312
262,1_161.txt,amp_min5_3_1,amp_min5_3,amp_min5,-15.171622276306152,-10.052468299865723
263,1_162.txt,amp_min5_3_2,amp_min5_3,amp_min5,-17.824453353881836,-9.336663246154785
264,1_163.txt,amp_min5_3_3,amp_min5_3,amp_min5,-19.7835636138916,-8.321014404296875
265,1_164.txt,amp_min5_3_4,amp_min5_3,amp_min5,-17.32019805908203,-9.875131607055664
266,1_165.txt,amp_min5_3_5,amp_min5_3,amp_min5,-20.12312126159668,-9.278121948242188
267,1_166.txt,amp_min5_3_6,amp_min5_3,amp_min5,-16.2911376953125,-9.567957878112793
268,1_167.txt,amp_min5_3_7,amp_min5_3,amp_min5,-18.762617111206055,-9.449100494384766
269,1_168.txt,amp_min5_3_8,amp_min5_3,amp_min5,-15.302814483642578,-9.276191711425781
270,1_169.txt,amp_min5_3_9,amp_min5_3,amp_min5,-17.038305282592773,-11.61075496673584
